Date,AAPL,AMZN,ED,F,JNJ,JPM,ORCL,TSLA,V,WMT,XOM
2023-12-29 00:00:00,1.013582532,1.040043851,1.009543898,1.188109094,1.013448867,1.089825756,0.90723692,1.034988312,1.014298011,1.016349837,0.973136125
2023-11-30 00:00:00,1.113780188,1.097678266,1.035921918,1.052307716,1.050954147,1.122393234,1.123887775,1.195379437,1.094115026,0.952756942,0.979494413
2023-10-31 00:00:00,0.997430048,1.046963448,1.026423518,0.797264681,0.952423732,0.965977742,0.979780737,0.802653646,1.022129569,1.021759582,0.900238125
2023-09-29 00:00:00,0.911321677,0.921092731,0.961443357,1.023907639,0.963322616,0.991047634,0.879807286,0.969544383,0.936217808,0.983518808,1.05746922
2023-08-31 00:00:00,0.957616153,1.032390799,0.946362187,0.918243771,0.972087879,0.926373768,1.026955522,0.965037556,1.035384607,1.020818697,1.045332723
2023-07-31 00:00:00,1.012785438,1.025467874,1.049336263,0.88260379,1.012143559,1.09354243,0.987836245,1.02162205,1.001052687,1.017050546,0.999906636
2023-06-30 00:00:00,1.094330182,1.081107967,0.968917426,1.260833296,1.067457699,1.071696982,1.124126746,1.283626727,1.0744243,1.070198107,1.049618385
2023-05-31 00:00:00,1.046058313,1.143480373,0.955354529,1.010101001,0.954367384,0.981698509,1.118454403,1.241129546,0.951578738,0.976537694,0.870936808
2023-04-28 00:00:00,1.028987223,1.020911957,1.029267359,0.95463306,1.056128913,1.069180508,1.023640275,0.792008061,1.032245129,1.023872576,1.07915358
2023-03-31 00:00:00,1.118648699,1.096147694,1.070733082,1.043910528,1.011353231,0.909033868,1.063157834,1.008507121,1.025097785,1.041682485,0.997725411
2023-02-28 00:00:00,1.023182861,0.913701211,0.945721952,0.949734508,0.944574193,1.024221099,0.988017285,1.187564977,0.957259798,0.987905904,0.954708596
2023-01-31 00:00:00,1.110521056,1.227738063,1,1.16165083,0.925106284,1.051408133,1.086269787,1.406234785,1.108057401,1.01466959,1.051767969
2022-12-30 00:00:00,0.877727596,0.870105647,0.972154135,0.836690805,0.992415548,0.970473516,0.98446352,0.632665651,0.957419407,0.933765382,0.990659275
2022-11-30 00:00:00,0.966972541,0.942405297,1.12454251,1.050508337,1.029769025,1.097712008,1.063532548,0.85567374,1.049840782,1.070891524,1.01287178
2022-10-31 00:00:00,1.109551174,0.906548694,1.025652901,1.193749854,1.064948647,1.215370656,1.284940838,0.857832208,1.166113202,1.097378512,1.269155943
2022-09-30 00:00:00,0.879023052,0.89137811,0.877429982,0.734908176,1.012520057,0.918842882,0.823600773,0.962410704,0.894016365,0.978498749,0.913379905
2022-08-31 00:00:00,0.968791961,0.939384954,0.992404809,1.047787342,0.930690294,0.985870274,0.952595071,0.927511328,0.938484463,1.008158198,0.995757572
2022-07-29 00:00:00,1.188633758,1.270595971,1.043848626,1.319856028,0.983155853,1.033482219,1.119051514,1.323765264,1.077302154,1.086116033,1.131831005
2022-06-30 00:00:00,0.918570302,0.883540787,0.95808981,0.813596524,0.988748297,0.851622246,0.971496084,0.888112259,0.927982226,0.945191729,0.892083339
2022-05-31 00:00:00,0.945503976,0.967235682,1.079275497,0.96610167,1.001239222,1.107825095,0.979836456,0.870802514,0.997397064,0.843830042,1.137634509
2022-04-29 00:00:00,0.9028692,0.762474907,0.979509758,0.842945732,1.018225054,0.882076932,0.890694222,0.80805489,0.961040682,1.027330033,1.032207526
2022-03-31 00:00:00,1.057473333,1.061437285,1.103882698,0.962984052,1.076927768,0.961354069,1.088982647,1.238008809,1.026142861,1.106066723,1.053174973
2022-02-28 00:00:00,0.945934228,1.026672518,1.001665797,0.865024725,0.961323374,0.954239541,0.936052128,0.929231841,0.957119021,0.966740654,1.043830499
2022-01-31 00:00:00,0.984287704,0.89717009,1.013244115,0.982396111,1.007131437,0.944052622,0.934084591,0.886390682,1.043652788,0.966272589,1.241379195
2021-12-31 00:00:00,1.074228696,0.950748031,1.098918031,1.082334477,1.097095027,0.996978065,0.961097573,0.923145481,1.118387841,1.033012617,1.022560153
2021-11-30 00:00:00,1.105081629,1.039923701,1.039940148,1.129193738,0.963601,0.93489906,0.945799422,1.027612189,0.916612855,0.94117259,0.940657716
2021-10-29 00:00:00,1.058657555,1.026602458,1.038710466,1.206214706,1.008544954,1.044130444,1.104943835,1.436529596,0.950707206,1.072033111,1.096055859
2021-09-30 00:00:00,0.93196325,0.946481891,0.962094121,1.086722769,0.932824938,1.02338242,0.977560866,1.054042332,0.972282784,0.941121144,1.0788701
2021-08-31 00:00:00,1.042489268,1.043034169,1.033004564,0.934050316,1.011375333,1.05382781,1.02283661,1.070605384,0.931094303,1.042756806,0.961354894
2021-07-30 00:00:00,1.064982419,0.967277717,1.028583206,0.938761709,1.045283484,0.981449511,1.123605427,1.01103428,1.053759273,1.010849277,0.912650597
2021-06-30 00:00:00,1.099109176,1.067354987,0.92853451,1.022711634,0.973352945,0.947028596,0.988570053,1.087137347,1.028684461,0.992888954,1.080692172
2021-05-28 00:00:00,0.949503025,0.929529745,1.007723722,1.259098775,1.046555224,1.067811173,1.038923382,0.881286645,0.97461112,1.019139317,1.034596908
2021-04-30 00:00:00,1.076217777,1.120662737,1.034892865,0.942040779,0.990143197,1.016329697,1.084764087,1.062147248,1.103103223,1.030037832,1.025255225
2021-03-31 00:00:00,1.007339543,1.000371784,1.139375606,1.047008649,1.037170142,1.034382121,1.08773858,0.988793431,0.996892326,1.049854497,1.026853216
2021-02-26 00:00:00,0.920287979,0.964671586,0.937749314,1.111111123,0.9774297,1.143778506,1.067516032,0.85125955,1.100749037,0.924763347,1.233124804
2021-01-29 00:00:00,0.994498457,0.984423988,0.979382725,1.197952107,1.036535746,1.019883875,0.937722015,1.124505858,0.883509448,0.974609755,1.087821582
2020-12-31 00:00:00,1.114573752,1.028058383,0.947803169,0.968061857,1.087779894,1.077960794,1.120755427,1.24325228,1.039838169,0.946900574,1.081038378
2020-11-30 00:00:00,1.095493254,1.043439869,0.980530871,1.174644022,1.062543529,1.202366189,1.028693696,1.462735802,1.159357791,1.101189119,1.197116678
2020-10-30 00:00:00,0.939987949,0.964245915,1.008868794,1.160660618,0.920943135,1.027835791,0.943671806,0.904501089,0.908686435,0.991708899,0.950189221
2020-09-30 00:00:00,0.897473574,0.912421408,1.090552096,0.976539688,0.970471348,0.960874161,1.043341389,0.860912586,0.943299108,1.007633959,0.859539415
2020-08-31 00:00:00,1.216569381,1.090461034,0.938188945,1.031770004,1.059488553,1.036734532,1.031920584,1.741452125,1.115076108,1.077440775,0.967869079
2020-07-31 00:00:00,1.165131594,1.147113622,1.068121827,1.087171055,1.036478542,1.037441119,1.007498169,1.325010884,0.985660376,1.080313943,0.940965938
2020-06-30 00:00:00,1.147386312,1.129566729,0.958300144,1.064798524,0.94541192,0.966601542,1.027896691,1.293185633,0.989397734,0.965500578,0.983505626
2020-05-29 00:00:00,1.085094024,0.987215059,0.962676143,1.121807571,0.998274736,1.016186409,1.015102888,1.067938868,1.094264318,1.025139649,0.99745291
